Year,State,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Gallons of ethanol derived from time-varying ABV
2015,Missouri,12642563,5002907,25270,4.0,4446058,8435,4.0,12444872.0
2015,Montana,2642850,855054,30909,2.0,765062,4544,2.0,2642673.0
2015,Nebraska,3469758,1522536,22789,6.0,1340308,5888,6.0,3499720.0
2015,Nevada,7863713,2349599,33468,1.0,2104292,7370,1.0,7714351.0
2015,New Hampshire,5346388,1138792,46948,1.0,1014541,2698,1.0,5231877.0
2015,New Jersey,17456990,7352182,23744,5.0,6559718,6612,5.0,17113073.0
2015,New Mexico,3575227,1703329,20990,8.0,1506832,3727,8.0,3570625.0
2015,New York,35916622,16430393,21860,7.0,14694426,4442,7.0,35655796.0
2015,North Carolina,17412258,8275523,21041,8.0,7342010,3716,8.0,17403683.0
2015,North Dakota,2005744,615897,32566,1.0,546165,6724,1.0,1956029.0
2015,Ohio,19488469,9609247,20281,9.0,8529193,2849,9.0,19729083.0
2015,Oklahoma,5985869,3159381,18946,0.0,2791944,1440,0.0,5976611.0
2015,Oregon,9085807,3351427,27110,3.0,3008533,200,3.0,9041284.0
2015,Pennsylvania,25047048,10734437,23333,6.0,9573993,6162,6.0,24682039.0
2015,Rhode Island,2256724,896977,25159,5.0,793251,8449,4.0,2205817.0
2015,South Carolina,9150144,4051906,22582,7.0,3606984,5368,7.0,9263405.0
2015,South Dakota,1924978,687396,28004,2.0,607968,1662,2.0,1909820.0
2015,Tennessee,11196690,5439056,20586,9.0,4848114,3095,9.0,11274084.0
2015,Texas,49906056,21825148,22866,6.0,19084597,6150,6.0,49096407.0
2015,Utah,3165672,2265718,13972,0.0,1942129,6300,0.0,3092955.0
2015,Vermont,1644061,535352,30710,2.0,473567,4717,2.0,1661682.0
2015,Virginia,14718185,6919808,21270,8.0,6161212,3888,8.0,14481110.0
2015,Washington,13365043,5911149,22610,6.0,5291772,5256,7.0,13249742.0
2015,West Virginia,2763047,1552316,17800,0.0,1397058,9778,0.0,2766233.0
2015,Wisconsin,14222052,4768326,29826,2.0,4229122,3629,2.0,14026308.0
2015,Wyoming,1304269,476233,27387,3.0,424417,731,3.0,1282415.0
2015,Northeast Region,112557422,46984736,23956,,41899271,6864,,11201484.0
2015,Midwest Region,131542449,55836646,23558,,49452474,6600,,29598607.0
2015,South Region,222931608,99182041,22477,,88016995,5328,,21557116.0
2015,West Region,146831685,61889447,23725,,54897415,6747,,45908469.0
2015,United States,613863164,263892870,23262,,234266155,6204,,3465117.0
2016,Alabama,8076355,4022929,20076,9.0,3577151,2578,9.0,8084345.0
2016,Alaska,1747695,595002,29373,2.0,528067,3096,2.0,1727708.0
2016,Arizona,13189089,5679562,23222,6.0,5026497,6239,6.0,13109456.0
2016,Arkansas,4392473,2444849,17966,0.0,2166872,271,0.0,4435155.0
2016,California,75148499,32100080,23411,6.0,28500684,6367,6.0,74706921.0
2016,Colorado,12837432,4561999,28140,3.0,4067814,1559,3.0,12586978.0
2016,Connecticut,7369961,3016135,24435,5.0,2670594,7597,5.0,7230839.0
2016,Delaware,2953970,792297,37284,1.0,709322,1645,1.0,2896737.0
2016,District of Columbia,2249847,586887,38335,1.0,534614,2084,1.0,2217624.0
2016,Florida,46840084,17425902,26880,3.0,15756937,9727,4.0,46553833.0
2016,Georgia,16446194,8376060,19635,9.0,7378326,2290,9.0,16421731.0
2016,Hawaii,3125308,1184104,26394,4.0,1073914,9102,4.0,3097772.0
2016,Idaho,2885941,1345311,21452,8.0,1179142,4475,8.0,2825680.0
2016,Illinois,24471798,10570177,23152,6.0,9391826,6056,6.0,24200510.0
2016,Indiana,11755902,5425332,21669,8.0,4781121,4588,8.0,11587790.0
2016,Iowa,6163730,2565865,24022,5.0,2263570,7230,5.0,5892594.0
2016,Kansas,4518032,2354989,19185,0.0,2070962,1816,0.0,4552243.0
2016,Kentucky,7226016,3657306,19758,9.0,3256585,2189,9.0,7289889.0
2016,Louisiana,9877978,3813099,25905,4.0,3392641,9116,4.0,9798088.0
2016,Maine,3201074,1139489,28092,3.0,1028816,1114,3.0,3142953.0
2016,Maryland,10712042,4965820,21572,8.0,4431697,4171,8.0,10616082.0
2016,Massachusetts,14803582,5778634,25618,4.0,5137827,8813,4.0,14574377.0
2016,Michigan,19348192,8285796,23351,6.0,7351721,6318,6.0,19027433.0
2016,Minnesota,12510864,4518901,27686,3.0,4020426,1118,3.0,12400640.0
2016,Mississippi,5429974,2433905,22310,7.0,2144712,5318,7.0,5445329.0
2016,Missouri,12500811,5020088,24902,5.0,4467283,7983,5.0,12354409.0
2016,Montana,2689757,864473,31114,2.0,774333,4736,2.0,2723139.0
2016,Nebraska,3446394,1534723,22456,7.0,1351747,5496,6.0,3487923.0
2016,Nevada,8425889,2393992,35196,1.0,2147414,9237,1.0,8284170.0
2016,New Hampshire,5423900,1146557,47306,1.0,1023921,2972,1.0,5308298.0
2016,New Jersey,17352482,7362917,23567,5.0,6579809,6372,6.0,17089773.0
2016,New Mexico,3859475,1709943,22571,6.0,1514692,5480,7.0,3876649.0
2016,New York,36604123,16428278,22281,7.0,14721014,4865,7.0,36374325.0
2016,North Carolina,17814465,8395595,21219,9.0,7450479,3910,9.0,17801271.0
2016,North Dakota,1926291,614951,31324,1.0,546099,5274,1.0,1881569.0
2016,Ohio,19689270,9634000,20437,9.0,8563710,2992,9.0,19902141.0
2016,Oklahoma,6010268,3176287,18922,0.0,2807862,1405,0.0,6025488.0
2016,Oregon,9416478,3419544,27537,3.0,3074780,625,3.0,9446324.0
2016,Pennsylvania,25315979,10740293,23571,5.0,9595799,6382,5.0,24950449.0
2016,Rhode Island,2304412,898679,25642,4.0,796266,8940,4.0,2258285.0
2016,South Carolina,9192280,4113777,22345,7.0,3666794,5069,7.0,9321109.0
2016,South Dakota,1997661,694493,28764,2.0,614656,2500,2.0,1984166.0
2016,Tennessee,11749414,5491303,21396,8.0,4900674,3975,8.0,11839730.0
2016,Texas,51902718,22213729,23365,6.0,19445481,6691,5.0,51159943.0
2016,Utah,3118711,2320667,13439,0.0,1989668,5675,0.0,3047602.0
2016,Vermont,1649248,534958,30829,2.0,474488,4758,2.0,1669850.0
2016,Virginia,14920067,6967450,21414,8.0,6210094,4026,8.0,14668663.0
2016,Washington,13579091,6024569,22540,7.0,5403504,5130,7.0,13498669.0
2016,West Virginia,2720033,1544451,17612,0.0,1391219,9551,0.0,2726740.0
2016,Wisconsin,14287976,4785920,29854,2.0,4250916,3612,2.0,14134023.0
2016,Wyoming,1270859,475591,26722,4.0,424138,9963,3.0,1248442.0
2016,Northeast Region,114024760,47045940,24237,,42028534,7130,,12938079.0
2016,Midwest Region,132616922,56005235,23679,,49674037,6697,,30829132.0
2016,South Region,228514177,100421646,22755,,89221460,5612,,27477066.0
2016,West Region,151294225,62674837,24140,,55704647,7160,,50707717.0
2016,United States,626450083,266147658,23538,,236628678,6474,,18801096.0
2017,Alabama,8045365,4035074,19939,9.0,3591750,2400,9.0,8029433.0
2017,Alaska,1660695,594304,27944,3.0,528187,1441,3.0,1631053.0
2017,Arizona,13271758,5781071,22957,6.0,5126360,5889,6.0,13124134.0
2017,Arkansas,4463261,2457158,18164,0.0,2179306,480,0.0,4483538.0
2017,California,74831620,32318552,23154,6.0,28745762,6032,6.0,73781096.0
2017,Colorado,13184088,4639112,28419,3.0,4139175,1852,2.0,12944833.0
2017,Connecticut,7260830,3017061,24066,5.0,2675091,7142,5.0,7060718.0
2017,Delaware,2896721,800398,36191,1.0,716974,402,1.0,2818227.0
2017,District of Columbia,2253031,593106,37987,1.0,540425,1690,1.0,2201081.0
2017,Florida,47325753,17733837,26687,4.0,16057403,9473,4.0,46200778.0
2017,Georgia,16413983,8484734,19345,0.0,7478927,1947,0.0,16493968.0
2017,Hawaii,3140146,1182793,26549,4.0,1073454,9253,4.0,3090320.0
2017,Idaho,2890808,1377296,20989,9.0,1208581,3919,8.0,2814136.0
2017,Illinois,25138416,10556641,23813,5.0,9389760,6772,5.0,24635360.0
2017,Indiana,11522924,5450842,21140,8.0,4808439,3964,8.0,11306481.0
2017,Iowa,6091999,2576014,23649,5.0,2273972,6790,5.0,5873147.0
2017,Kansas,4657002,2358038,19749,9.0,2074269,2451,9.0,4674753.0
2017,Kentucky,7243725,3673550,19719,9.0,3270883,2146,9.0,7276111.0
2017,Louisiana,9787143,3809905,25689,4.0,3392522,8849,4.0,9676401.0
2017,Maine,3256226,1143968,28464,2.0,1034917,1464,3.0,3215352.0
2017,Maryland,10679679,4987134,21414,8.0,4454957,3973,8.0,10528080.0
2017,Massachusetts,14988309,5818331,25760,4.0,5179165,8940,4.0,14632292.0
2017,Michigan,19450129,8315337,23391,6.0,7391332,6315,6.0,19031347.0
2017,Minnesota,12640832,4557796,27735,3.0,4058017,1150,3.0,12449390.0
2017,Mississippi,5360468,2439320,21975,7.0,2150863,4922,7.0,5361479.0
2017,Missouri,12758995,5041595,25307,5.0,4490832,8411,5.0,12527413.0
2017,Montana,2708182,874918,30954,2.0,784817,4507,2.0,2726262.0
2017,Nebraska,3415074,1544496,22111,7.0,1360297,5105,6.0,3441943.0
2017,Nevada,8518011,2441433,34889,1.0,2192609,8849,1.0,8325274.0
2017,New Hampshire,5445017,1154863,47149,1.0,1033751,2672,1.0,5298795.0
2017,New Jersey,17429380,7382648,23609,5.0,6604103,6392,6.0,17000974.0
2017,New Mexico,3703317,1715549,21587,7.0,1520675,4353,7.0,3703306.0
2017,New York,36605793,16411139,22305,7.0,14727179,4856,7.0,36080758.0
2017,North Carolina,18144272,8504424,21335,8.0,7554191,4019,8.0,18019410.0
2017,North Dakota,1932691,614810,31436,1.0,546439,5369,1.0,1905799.0
2017,Ohio,19628171,9664860,20309,9.0,8597459,2830,9.0,19746552.0
2017,Oklahoma,5973383,3185418,18752,0.0,2815524,1216,0.0,5964479.0
2017,Oregon,9573823,3471719,27577,3.0,3126112,625,3.0,9568659.0
2017,Pennsylvania,25204788,10752859,23440,6.0,9618217,6205,6.0,24760920.0
2017,Rhode Island,2338615,899063,26012,4.0,797669,9318,4.0,2272697.0
2017,South Carolina,9159421,4173053,21949,7.0,3722767,4604,7.0,9248052.0
2017,South Dakota,2002388,702635,28498,2.0,621804,2203,2.0,1986900.0
2017,Tennessee,11714458,5550966,21103,8.0,4957549,3630,9.0,11736041.0
2017,Texas,52839802,22564943,23417,6.0,19761605,6739,5.0,52404970.0
2017,Utah,3233786,2377871,13600,0.0,2037760,5869,0.0,3142347.0
2017,Vermont,1667587,536383,31089,2.0,476451,5000,2.0,1675986.0
2017,Virginia,14917853,7020654,21249,8.0,6261573,3824,8.0,14538843.0
2017,Washington,13722975,6137049,22361,6.0,5513603,4889,7.0,13530587.0
2017,West Virginia,2670740,1534592,17404,0.0,1383069,9310,0.0,2670799.0
2017,Wisconsin,14368561,4807895,29885,2.0,4274897,3611,2.0,14262311.0
2017,Wyoming,1266411,473024,26773,3.0,421686,32,3.0,1241165.0
2017,Northeast Region,114196545,47116315,24237,,42146543,7095,,12348396.0
2017,Midwest Region,133607182,56190959,23777,,49887517,6782,,31023473.0
2017,South Region,229889059,101548266,22638,,90290288,5461,,27271292.0
2017,West Region,151705621,63384691,23934,,56418781,6889,,49742530.0
2017,United States,629398407,268240231,23464,,238743129,6363,,23048701.0
2018,Alabama,8046482,4048953,19873,9.0,3607206,2307,9.0,7997867.0
2018,Alaska,1687329,591706,28516,2.0,526750,2033,2.0,1653818.0
2018,Arizona,13344194,5898262,22624,6.0,5234386,5493,6.0,13151397.0
2018,Arkansas,4389660,2467028,17793,0.0,2189099,52,0.0,4399226.0
2018,California,81861773,32478545,25205,4.0,28923058,8303,4.0,80503499.0
2018,Colorado,13586557,4721753,28774,2.0,4215544,2230,2.0,13309693.0
2018,Connecticut,7260321,3021539,24029,5.0,2683179,7059,5.0,7030632.0
2018,Delaware,2853275,809249,35258,1.0,725502,9328,1.0,2765747.0
2018,District of Columbia,2250731,598176,37627,1.0,545569,1255,1.0,2193172.0
2018,Florida,47823137,17988240,26586,3.0,16303457,9333,4.0,46999253.0
2018,Georgia,16440282,8589948,19139,0.0,7575735,1701,0.0,16291031.0
2018,Hawaii,3141323,1182216,26571,4.0,1073551,9261,4.0,3081685.0
2018,Idaho,2911025,1409019,20660,9.0,1237787,3518,8.0,2823608.0
2018,Illinois,25166740,10533433,23892,5.0,9374946,6845,5.0,24601978.0
2018,Indiana,11785520,5487458,21477,8.0,4842638,4337,8.0,11523427.0
2018,Iowa,6135588,2583677,23748,5.0,2282870,6877,5.0,5898814.0
2018,Kansas,4546998,2364835,19228,9.0,2080328,1857,9.0,4556383.0
2018,Kentucky,7207151,3683747,19565,9.0,3281075,1966,9.0,7231078.0
2018,Louisiana,9709497,3806479,25508,4.0,3391424,8630,4.0,9579097.0
2018,Maine,3274124,1150042,28470,3.0,1041590,1434,3.0,3191365.0
2018,Maryland,10404959,5002650,20799,8.0,4471679,3269,9.0,10218263.0
2018,Massachusetts,14954188,5846204,25579,4.0,5209567,8705,4.0,14505518.0
2018,Michigan,19722482,8336507,23658,6.0,7422235,6572,6.0,19223725.0
2018,Minnesota,12818208,4596729,27885,3.0,4094499,1306,3.0,12586598.0
2018,Mississippi,5305791,2436389,21777,7.0,2152704,4647,7.0,5294220.0
2018,Missouri,12698070,5059077,25100,5.0,4509278,8160,5.0,12440364.0
2018,Montana,2743601,883471,31055,2.0,793164,4591,2.0,2755190.0
2018,Nebraska,3378389,1553464,21747,7.0,1367803,4699,7.0,3395147.0
2018,Nevada,8600184,2494476,34477,1.0,2242652,8348,1.0,8387155.0
2018,New Hampshire,5432263,1161461,46771,1.0,1042009,2133,1.0,5274004.0
2018,New Jersey,17459896,7392490,23618,6.0,6618834,6379,6.0,16965309.0
2018,New Mexico,3902082,1722340,22656,6.0,1527557,5545,6.0,3889054.0
2018,New York,36279482,16387592,22138,7.0,14721845,4643,7.0,35674374.0
2018,North Carolina,18650572,8617751,21642,7.0,7655902,4361,7.0,18460629.0
2018,North Dakota,1951449,616668,31645,1.0,547999,5610,1.0,1900936.0
2018,Ohio,19682593,9686514,20320,9.0,8625650,2819,9.0,19733597.0
2018,Oklahoma,5948579,3198699,18597,0.0,2826916,1043,0.0,5929493.0
2018,Oregon,9616335,3511155,27388,3.0,3165558,378,3.0,9569463.0
2018,Pennsylvania,25459091,10773997,23630,6.0,9644683,6397,6.0,24994338.0
2018,Rhode Island,2372319,902432,26288,4.0,801911,9583,3.0,2294993.0
2018,South Carolina,9162068,4233504,21642,8.0,3780413,4236,8.0,9225118.0
2018,South Dakota,1689120,708091,23855,5.0,626729,6951,5.0,1683935.0
2018,Tennessee,12006110,5610425,21400,8.0,5014569,3942,8.0,12000061.0
2018,Texas,51814760,22889972,22636,6.0,20055429,5836,6.0,51340781.0
2018,Utah,3280634,2431119,13494,0.0,2083606,5745,0.0,3170117.0
2018,Vermont,1662910,537127,30959,2.0,477811,4803,2.0,1664436.0
2018,Virginia,15092715,7062540,21370,8.0,6301045,3953,8.0,14633210.0
2018,Washington,13873216,6229659,22270,7.0,5604115,4755,7.0,13735637.0
2018,West Virginia,2652780,1525367,17391,0.0,1375396,9287,0.0,2648431.0
2018,Wisconsin,14177810,4830460,29351,2.0,4298027,2987,2.0,14065287.0
2018,Wyoming,1311110,473708,27678,3.0,422352,1043,3.0,1279908.0
2018,Northeast Region,114154593,47172884,24199,,42241429,7024,,11866735.0
2018,Midwest Region,133752968,56356913,23733,,50073002,6712,,32387532.0
2018,South Region,229758550,102569117,22400,,91253120,5178,,26868016.0
2018,West Region,159859363,64027429,24967,,57050080,8021,,57437041.0
2018,United States,637525474,270126343,23601,,240617631,6495,,30198195.0
2019,Alabama,8110244,4066536,19944,9.0,3626949,2361,9.0,8035606.0
2019,Alaska,1698018,591039,28729,2.0,526851,2230,2.0,1657743.0
2019,Arizona,13466584,6025768,22348,6.0,5353628,5154,6.0,13227420.0
2019,Arkansas,4475710,2478405,18059,0.0,2200769,337,0.0,4406985.0
2019,California,83590819,32563535,25670,4.0,29023260,8801,4.0,82071506.0
2019,Colorado,13339757,4791946,27838,3.0,4281105,1160,3.0,13071983.0
2019,Connecticut,7458715,3019599,24701,5.0,2684511,7784,5.0,7188027.0
2019,Delaware,2809205,818920,34304,1.0,735065,8217,1.0,2712222.0
2019,District of Columbia,2251887,600970,37471,1.0,548683,1042,1.0,2187368.0
2019,Florida,49270200,18218901,27043,3.0,16530058,9806,3.0,48132182.0
2019,Georgia,16579472,8703435,19049,0.0,7679891,1588,0.0,16391879.0
2019,Hawaii,3153237,1177632,26776,4.0,1069845,9474,4.0,3085253.0
2019,Idaho,2948379,1444825,20406,9.0,1270527,3206,8.0,2851970.0
2019,Illinois,25274736,10508717,24051,5.0,9359058,7006,5.0,24606632.0
2019,Indiana,12146241,5521652,21997,7.0,4876721,4907,7.0,11822317.0
2019,Iowa,6187944,2595923,23837,6.0,2294593,6968,5.0,5939837.0
2019,Kansas,4696997,2369685,19821,9.0,2085514,2522,9.0,4692990.0
2019,Kentucky,7463472,3695198,20198,9.0,3292370,2669,9.0,7431240.0
2019,Louisiana,9755399,3807251,25623,4.0,3393518,8747,4.0,9574252.0
2019,Maine,3348402,1156420,28955,2.0,1048688,1929,2.0,3250047.0
2019,Maryland,10170972,5017328,20272,9.0,4487042,2667,9.0,9940438.0
2019,Massachusetts,15041867,5864393,25649,4.0,5231793,8751,4.0,14528758.0
2019,Michigan,19860729,8345772,23797,6.0,7443390,6682,6.0,19334171.0
2019,Minnesota,12895570,4630119,27851,3.0,4124749,1264,3.0,12608201.0
2019,Mississippi,5389431,2438331,22103,7.0,2156107,4996,7.0,5348435.0
2019,Missouri,12989179,5077375,25582,5.0,4528421,8684,5.0,12626207.0
2019,Montana,2812864,892357,31522,2.0,801438,5098,2.0,2816855.0
2019,Nebraska,3384394,1561952,21668,8.0,1374940,4615,8.0,3388093.0
2019,Nevada,8687198,2550597,34059,1.0,2295103,7851,1.0,8418963.0
2019,New Hampshire,5556251,1168835,47537,1.0,1050607,2886,1.0,5377301.0
2019,New Jersey,17707680,7399616,23931,5.0,6630370,6707,5.0,17127666.0
2019,New Mexico,3912943,1733431,22573,6.0,1537890,5444,6.0,3905965.0
2019,New York,36331393,16336854,22239,7.0,14693376,4726,7.0,35595079.0
2019,North Carolina,19179242,8727385,21976,7.0,7759304,4718,7.0,18911312.0
2019,North Dakota,1968607,619210,31792,1.0,550212,5779,1.0,1911211.0
2019,Ohio,19912271,9710251,20506,8.0,8655934,3004,9.0,19799684.0
2019,Oklahoma,5939379,3218671,18453,0.0,2845906,870,0.0,5897417.0
2019,Oregon,9627484,3547633,27138,3.0,3202340,64,3.0,9544869.0
2019,Pennsylvania,25768829,10775894,23913,5.0,9657801,6682,6.0,25207680.0
2019,Rhode Island,2329129,902877,25797,4.0,803430,8990,4.0,2242034.0
2019,South Carolina,9186824,4295754,21386,8.0,3839701,3926,8.0,9221245.0
2019,South Dakota,1682493,715731,23507,6.0,633314,6566,6.0,1675478.0
2019,Tennessee,12383636,5662016,21871,8.0,5066518,4442,8.0,12312767.0
2019,Texas,52976967,23242391,22793,6.0,20373400,6003,6.0,52218972.0
2019,Utah,3303670,2483209,13304,0.0,2128367,5522,0.0,3171913.0
2019,Vermont,1669873,537413,31072,2.0,478534,4896,2.0,1669444.0
2019,Virginia,15327203,7109745,21558,8.0,6345736,4154,8.0,14814979.0
2019,Washington,14045436,6314730,22242,7.0,5685860,4702,7.0,13844312.0
2019,West Virginia,2662538,1518709,17532,0.0,1369638,9440,0.0,2650378.0
2019,Wisconsin,14316439,4852897,29501,2.0,4321205,3131,2.0,14140700.0
2019,Wyoming,1345145,476447,28233,3.0,424619,1679,3.0,1307982.0
2019,Northeast Region,115212139,47161901,24429,,42279110,7250,,12453524.0
2019,Midwest Region,135315600,56509284,23946,,50248051,6930,,33250725.0
2019,South Region,233931780,103619946,22576,,92250655,5358,,28988107.0
2019,West Region,161931535,64593149,25069,,57600833,8113,,59116192.0
2019,United States,646391055,271884280,23774,,242378649,6669,,35945274.0
2020,Alabama,8519425,4160184,20478,9.0,3705000,2994,9.0,8426475.0
2020,Alaska,1669499,590149,28289,3.0,525158,1790,3.0,1630032.0
2020,Arizona,13793900,5942165,23214,7.0,5272042,6164,7.0,13531221.0
2020,Arkansas,4786101,2470927,19370,0.0,2188937,1865,0.0,4703561.0
2020,California,86024663,32638365,26357,4.0,29029153,9634,4.0,84268242.0
2020,Colorado,14393888,4821757,29852,2.0,4301301,3464,2.0,13935954.0
2020,Connecticut,7550856,3048007,24773,5.0,2707146,7892,5.0,7278652.0
2020,Delaware,3323910,831959,39953,1.0,745503,4586,1.0,3190416.0
2020,District of Columbia,2270829,584200,38871,1.0,532606,2636,1.0,2210434.0
2020,Florida,50494154,18280936,27621,3.0,16560343,491,3.0,49264830.0
2020,Georgia,16845740,8793338,19157,0.0,7744951,1751,0.0,16648830.0
2020,Hawaii,3167546,1207081,26241,4.0,1094683,8936,4.0,3101154.0
2020,Idaho,3097574,1495489,20713,9.0,1313341,3585,9.0,2989615.0
2020,Illinois,25308582,10607782,23859,6.0,9429240,6841,6.0,24649519.0
2020,Indiana,12971679,5563963,23314,6.0,4905770,6442,6.0,12499834.0
2020,Iowa,6505438,2618878,24841,5.0,2308715,8178,5.0,6208704.0
2020,Kansas,5045470,2389324,21117,9.0,2097930,4050,8.0,5033965.0
2020,Kentucky,7868740,3719084,21158,8.0,3307226,3793,8.0,7814250.0
2020,Louisiana,9834759,3801522,25871,4.0,3380900,9089,4.0,9608373.0
2020,Maine,3467210,1170795,29614,3.0,1060550,2693,3.0,3360300.0
2020,Maryland,10795865,5111349,21121,9.0,4562448,3662,9.0,10549993.0
2020,Massachusetts,15392136,5971358,25777,5.0,5322129,8921,5.0,14789478.0
2020,Michigan,21087608,8409679,25075,5.0,7492689,8144,5.0,20465711.0
2020,Minnesota,13267253,4684333,28323,3.0,4162762,1871,3.0,12936523.0
2020,Mississippi,5815995,2422273,24010,6.0,2136606,7221,6.0,5728505.0
2020,Missouri,13640213,5086080,26819,4.0,4526553,134,3.0,13164979.0
2020,Montana,3001921,905843,33140,1.0,811849,6976,1.0,2995894.0
2020,Nebraska,3400866,1584715,21460,8.0,1390723,4454,8.0,3400830.0
2020,Nevada,8873358,2573328,34482,1.0,2311464,8388,1.0,8581521.0
2020,New Hampshire,5683265,1184276,47989,1.0,1064230,3403,1.0,5505827.0
2020,New Jersey,19472670,7716591,25235,5.0,6902251,8212,5.0,18653944.0
2020,New Mexico,4025395,1750590,22995,7.0,1550230,5966,7.0,4022332.0
2020,New York,36056735,16901771,21333,8.0,15179967,3753,9.0,35264674.0
2020,North Carolina,20403712,8693951,23469,6.0,7717041,6440,6.0,20100293.0
2020,North Dakota,2020311,630385,32049,2.0,557839,6217,2.0,1960504.0
2020,Ohio,20636185,9780340,21100,9.0,8705649,3704,9.0,20659139.0
2020,Oklahoma,5997941,3219028,18633,0.0,2839315,1125,0.0,5953432.0
2020,Oregon,9690253,3571987,27128,3.0,3219799,96,4.0,9593832.0
2020,Pennsylvania,25042314,10927861,22916,7.0,9777071,5613,7.0,24991382.0
2020,Rhode Island,2443875,935176,26133,4.0,831402,9395,4.0,2331091.0
2020,South Carolina,9242404,4275097,21619,8.0,3813980,4233,8.0,9259227.0
2020,South Dakota,1681514,715460,23503,6.0,631088,6645,6.0,1674123.0
2020,Tennessee,13174375,5735802,22969,7.0,5124653,5708,7.0,13061968.0
2020,Texas,56940622,23449786,24282,6.0,20512892,7758,6.0,55976571.0
2020,Utah,3444027,2553487,13488,0.0,2183043,5776,0.0,3307242.0
2020,Vermont,1729253,553381,31249,2.0,492331,5124,2.0,1727758.0
2020,Virginia,16236284,7170773,22642,7.0,6387649,5418,7.0,15688759.0
2020,Washington,14424570,6403061,22528,8.0,5757414,5054,8.0,14204719.0
2020,West Virginia,2750904,1513113,18180,0.0,1361727,202,0.0,2723268.0
2020,Wisconsin,15123248,4910702,30797,2.0,4365032,4646,2.0,14854782.0
2020,Wyoming,1411487,474623,29739,2.0,421605,3479,2.0,1361029.0
